date,soil_moisture
2023-06-01 00:00:00,0.29158454666666667
2023-06-01 03:00:00,0.29214794666666666
2023-06-01 06:00:00,0.29239204444444444
2023-06-01 09:00:00,0.2930941622222222
2023-06-01 12:00:00,0.29573220555555557
2023-06-01 15:00:00,0.2961525955555555
2023-06-01 18:00:00,0.29549980555555555
2023-06-01 21:00:00,0.2953554188888889
2023-06-02 00:00:00,0.30596513555555555
2023-06-02 03:00:00,0.30793173444444444
2023-06-02 06:00:00,0.31105148222222223
2023-06-02 09:00:00,0.31211068777777773
2023-06-02 12:00:00,0.3153229688888889
2023-06-02 15:00:00,0.31424935
2023-06-02 18:00:00,0.31201260555555554
2023-06-02 21:00:00,0.3098319566666667
2023-06-03 00:00:00,0.31144368
2023-06-03 03:00:00,0.3108938533333333
2023-06-03 06:00:00,0.3104455777777778
2023-06-03 09:00:00,0.3100341166666667
2023-06-03 12:00:00,0.30968727555555553
2023-06-03 15:00:00,0.3089727666666667
2023-06-03 18:00:00,0.3070786088888889
2023-06-03 21:00:00,0.3049946677777778
2023-06-04 00:00:00,0.3036710177777778
2023-06-04 03:00:00,0.3033514466666667
2023-06-04 06:00:00,0.3032055688888889
2023-06-04 09:00:00,0.30310732
2023-06-04 12:00:00,0.30223463
2023-06-04 15:00:00,0.3018278522222222
2023-06-04 18:00:00,0.30050738666666665
2023-06-04 21:00:00,0.2989700633333333
2023-06-05 00:00:00,0.2986305022222222
2023-06-05 03:00:00,0.2988084511111111
2023-06-05 06:00:00,0.2989393411111111
2023-06-05 09:00:00,0.29903092444444446
2023-06-05 12:00:00,0.2991251544444445
2023-06-05 15:00:00,0.2989534522222222
2023-06-05 18:00:00,0.2980448911111111
2023-06-05 21:00:00,0.29696378777777777
2023-06-06 00:00:00,0.29661439
2023-06-06 03:00:00,0.2966431166666667
2023-06-06 06:00:00,0.2967388688888889
2023-06-06 09:00:00,0.29681719333333334
2023-06-06 12:00:00,0.29689422777777774
2023-06-06 15:00:00,0.2967066511111111
2023-06-06 18:00:00,0.29556204555555554
2023-06-06 21:00:00,0.29410135333333337
2023-06-07 00:00:00,0.29460918555555554
2023-06-07 03:00:00,0.2951794211111111
2023-06-07 06:00:00,0.29542723444444446
2023-06-07 09:00:00,0.29626998222222223
2023-06-07 12:00:00,0.2973045788888889
2023-06-07 15:00:00,0.29746196444444445
2023-06-07 18:00:00,0.29831244
2023-06-07 21:00:00,0.2977189088888889
2023-06-08 00:00:00,0.2985106833333333
2023-06-08 03:00:00,0.2983715911111111
2023-06-08 06:00:00,0.29825173
2023-06-08 09:00:00,0.29818610222222225
2023-06-08 12:00:00,0.29896918222222224
2023-06-08 15:00:00,0.2987566722222222
2023-06-08 18:00:00,0.29840764
